company_name,company_number,company_status,company_type,company_subtype,kind,links,date_of_creation,registered_office_address,sic_codes
CONNECT THE DOTS BRADFORD COMMUNITY INTEREST COMPANY,14723886,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14723886'},2023-03-13,"{'address_line_1': 'Office 010 Upper Wortley Business Centre', 'address_line_2': '127 Upper Wortley Road', 'locality': 'Leeds', 'postal_code': 'LS12 4JG', 'country': 'England'}",['88100']
CYCLE NORTH CIC,10593582,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10593582'},2017-01-31,"{'address_line_1': 'Heart Bennett Road', 'address_line_2': 'Headingley', 'locality': 'Leeds', 'postal_code': 'LS6 3HN', 'region': 'West Yorkshire'}",['85510']
NINE HEALTH CIC,07717993,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07717993'},2011-07-26,"{'address_line_1': 'Shine Workspace', 'address_line_2': 'Harehills Road', 'locality': 'Leeds', 'postal_code': 'LS8 5HS', 'country': 'England'}",['70229']
LEEDS LOVE IT SHARE IT COMMUNITY INTEREST COMPANY,06726214,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/06726214'},2008-10-16,"{'address_line_1': '29 Sholebroke Mount 29 Sholebroke Mount', 'locality': 'Leeds', 'postal_code': 'LS7 3HG', 'region': 'West Yorkshire', 'country': 'England'}",['72200']
SD THEATRE CIC,14607712,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14607712'},2023-01-20,"{'address_line_1': 'Thornbury Centre', 'address_line_2': '79 Leeds Old Road', 'locality': 'Bradford', 'postal_code': 'BD3 8JX', 'country': 'England'}",['90010']
COMENIUS SCHOOLS IN THE UNITED KINGDOM CIC,12064390,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12064390'},2019-06-21,"{'address_line_1': '3 Sharp House Road', 'locality': 'Leeds', 'postal_code': 'LS10 4GL', 'country': 'United Kingdom'}","['85520', '85600']"
MAFWA THEATRE CIC,12262141,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12262141'},2019-10-15,"{'address_line_1': 'Patrick Studios', 'address_line_2': 'St. Marys Lane', 'locality': 'Leeds', 'postal_code': 'LS9 7EH', 'country': 'England'}","['82990', '85520', '90010']"
PRICKLY EDGE HEDGEHOG RESCUE C.I.C.,13856594,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13856594'},2022-01-18,"{'address_line_1': '63 Newmarket Lane', 'address_line_2': 'Methley', 'locality': 'Leeds', 'postal_code': 'LS26 9DN', 'country': 'England'}",['01490']
CHURWELL C.I.C.,07991634,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07991634'},2012-03-15,"{'address_line_1': 'Quarry Court High Street', 'address_line_2': 'Morley', 'locality': 'Leeds', 'postal_code': 'LS27 0BY', 'country': 'England'}","['85100', '88910']"
PENNINE HOUSING SOLUTIONS CIC,12253898,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12253898'},2019-10-10,"{'address_line_1': '595 York Road', 'locality': 'Leeds', 'postal_code': 'LS9 6NW', 'country': 'England'}",['68201']
CIRCLES OF LIFE VOICE OF WOMEN CIC,16100244,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16100244'},2024-11-25,"{'address_line_1': '260 Dewsbury Road', 'locality': 'Leeds', 'postal_code': 'LS11 6JQ', 'country': 'England'}",['82990']
BMT FILM & MEDIA C.I.C.,12505196,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12505196'},2020-03-09,"{'address_line_1': '4 Alderton Mount', 'locality': 'Leeds', 'postal_code': 'LS17 5LQ', 'country': 'England'}","['59111', '59112', '59200', '91012']"
ON THE VERGE UK CIC,15654046,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15654046'},2024-04-17,"{'address_line_1': 'Call House Business Centre', 'address_line_2': 'Enfield Street', 'locality': 'Leeds', 'postal_code': 'LS7 1RF', 'country': 'England'}",['84120']
CRAFT CONSCIOUS C.I.C.,09877598,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09877598'},2015-11-18,"{'address_line_1': 'The Cardigan Community Centre', 'address_line_2': '145-149 Cardigan Road', 'locality': 'Leeds', 'postal_code': 'LS6 1LJ', 'country': 'England'}",['85590']
EXCESSIVE HUMAN COLLECTIVE CIC,15299577,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15299577'},2023-11-21,"{'address_line_1': '23-25 Wharf Street', 'locality': 'Leeds', 'postal_code': 'LS2 7EQ', 'country': 'United Kingdom'}",['90010']
LEEDS POLISH PARISH BAR COMMUNITY INTEREST COMPANY,09030939,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09030939'},2014-05-08,"{'address_line_1': 'Polish Catholic Centre', 'address_line_2': 'Newton Hill Road', 'locality': 'Leeds', 'postal_code': 'LS7 4JE', 'region': 'West Yorkshire'}",['56302']
HEALTHWATCH LEEDS COMMUNITY INTEREST COMPANY,09542077,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09542077'},2015-04-14,"{'address_line_1': 'Healthwatch Leeds The Old Fire Station', 'address_line_2': 'Gipton Approach, Gipton', 'locality': 'Leeds', 'postal_code': 'LS9 6NL', 'region': 'West Yorkshire', 'country': 'England'}",['84120']
CREATIVE COMMUNITIES LEEDS CIC,10650664,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10650664'},2017-03-03,"{'address_line_1': '135 Raynville Road', 'address_line_2': 'Bramley', 'locality': 'Leeds', 'postal_code': 'LS13 2PZ', 'region': 'West Yorkshire'}",['82990']
INHALE TO EXHALE CIC,15359486,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15359486'},2023-12-18,"{'address_line_1': '150 Chapeltown Road', 'locality': 'Leeds', 'postal_code': 'LS7 4EE', 'country': 'England'}","['86900', '88990', '93290']"
LIFE IN THE UK CIC,15242339,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15242339'},2023-10-27,"{'address_line_1': 'Greenacres Weeton Lane', 'address_line_2': 'Weeton', 'locality': 'Nr Leeds', 'postal_code': 'LS17 0AW', 'region': 'North Yorkshire', 'country': 'United Kingdom'}",['85520']
PATHWAYS FOR CHANGE CIC,16129973,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16129973'},2024-12-11,"{'address_line_1': '233 Roundhay Road', 'locality': 'Leeds', 'postal_code': 'LS8 4HS', 'region': 'West Yorkshire', 'country': 'United Kingdom'}",['96090']
OL' MAN SWANNY CIC,15334608,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15334608'},2023-12-08,"{'address_line_1': '7 Heathercroft Roxholme Grove', 'locality': 'Leeds', 'postal_code': 'LS7 4HF', 'country': 'England'}","['85520', '90030']"
GINGER WORKS CIC,12537241,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12537241'},2020-03-27,"{'address_line_1': 'Ginger Works, 42a Park Place', 'locality': 'Leeds', 'postal_code': 'LS1 2RY', 'region': 'West Yorkshire', 'country': 'United Kingdom'}","['71111', '71112', '90030', '94110']"
BRAMLEY COMMUNITY ARTS CIC,13325348,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13325348'},2021-04-09,"{'address_line_1': '63 Armley Grange Avenue', 'locality': 'Leeds', 'postal_code': 'LS12 3QN', 'country': 'England'}","['90010', '90020']"
ARABIC EDUCATIONAL CENTRE CIC,14658661,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14658661'},2023-02-13,"{'address_line_1': '59 Boothroyd Drive', 'locality': 'Leeds', 'postal_code': 'LS6 2SL', 'country': 'England'}","['85520', '85590', '85600']"
IMMIGRATION LEGAL ADVICE CENTRE C.I.C.,07856793,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07856793'},2011-11-22,"{'address_line_1': '5th Floor 2 Wellington Place', 'locality': 'Leeds', 'postal_code': 'LS1 4AP', 'region': 'West Yorkshire'}",['69109']
COME OUTSIDE CIC,16082247,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16082247'},2024-11-15,"{'address_line_1': '4 Elmete Hill', 'locality': 'Leeds', 'postal_code': 'LS8 2NT', 'country': 'England'}","['93120', '93199', '96040']"
LOOKING BACK C.I.C.,13134027,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13134027'},2021-01-14,"{'address_line_1': '143 Main Street', 'address_line_2': 'Scholes', 'locality': 'Leeds', 'postal_code': 'LS15 4DP', 'region': 'West Yorkshire'}",['86900']
THE NURTURE NOOK LEEDS CIC,16175730,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16175730'},2025-01-10,"{'address_line_1': 'Shine', 'address_line_2': 'Harehills Road', 'locality': 'Leeds', 'postal_code': 'LS8 5HS', 'country': 'United Kingdom'}","['85100', '85200']"
DOODLE CHAT CIC,16204528,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16204528'},2025-01-23,"{'address_line_1': '10 Spring Grove View', 'locality': 'Leeds', 'postal_code': 'LS6 1RW', 'country': 'England'}",['90040']
EUROPEAN MALIGNANT HYPERTHERMIA GROUP COMMUNITY INTEREST COMPANY,15435676,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15435676'},2024-01-23,"{'address_line_1': ""St. James's University Hospital"", 'address_line_2': 'Beckett Street', 'locality': 'Leeds', 'postal_code': 'LS9 7TF', 'country': 'England'}","['72190', '85422', '86220']"
CODSWALLOP CIC,10644231,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10644231'},2017-02-28,"{'address_line_1': 'Guisley Theatre', 'address_line_2': 'The Green', 'locality': 'Leeds', 'postal_code': 'LS20 9BT', 'region': 'West Yorkshire'}",['90040']
LEEDS CENTRE FOR ATTACHMENT AND TRAUMA CIC,16179714,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16179714'},2025-01-13,"{'address_line_1': '126 Harrogate Road', 'locality': 'Leeds', 'postal_code': 'LS7 4NZ', 'country': 'England'}","['85600', '86900']"
FRIENDS OF THE SPORTSMAN INN CIC,15444601,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15444601'},2024-01-26,"{'address_line_1': '21a Fountain Street', 'address_line_2': 'Morley', 'locality': 'Leeds', 'postal_code': 'LS27 9AE', 'country': 'England'}",['56302']
THE CONNECTING COMMUNITIES & HEALTHCARE CIC,14987138,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14987138'},2023-07-07,"{'address_line_1': 'Unit 1 9 Weaver Street', 'locality': 'Leeds', 'postal_code': 'LS4 2AU', 'country': 'United Kingdom'}","['85590', '88990']"
IMOLITES YORKSHIRE CIC,14620269,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14620269'},2023-01-27,"{'address_line_1': 'One Community Centre', 'address_line_2': 'Cromwell Street', 'locality': 'Leeds', 'postal_code': 'LS9 7SG', 'country': 'United Kingdom'}",['96090']
ENABLE UNITY CIC,11337361,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11337361'},2018-04-30,"{'address_line_1': '56 3rd Floor', 'address_line_2': '56 Wellington Street', 'locality': 'Leeds', 'postal_code': 'LS1 2EE', 'country': 'England'}",['93290']
CONTINUUM AIDS C.I.C.,16252465,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16252465'},2025-02-14,"{'address_line_1': '1 Greenside Drive', 'locality': 'Leeds', 'postal_code': 'LS12 4SF', 'country': 'England'}",['22290']
PROVERBS31WOMAN CIC,11792923,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11792923'},2019-01-28,"{'address_line_1': 'Kingdom Government Training & Community Centre', 'address_line_2': 'Unit 1, Nowell Approach', 'locality': 'Leeds', 'postal_code': 'LS9 6HH', 'region': 'West Yorkshire'}","['78200', '82990', '85590', '96090']"
SCHOOLZ AT HOME CIC,15513884,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15513884'},2024-02-22,"{'address_line_1': '42 Somerset Road', 'address_line_2': 'Pudsey', 'locality': 'Leeds', 'postal_code': 'LS28 7LN', 'region': 'West Yorkshire', 'country': 'United Kingdom'}",['85600']
SOUND PROOF BOX COMMUNITY INTEREST COMPANY,13796799,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13796799'},2021-12-13,"{'address_line_1': '1 Queens Close Queens Close', 'address_line_2': 'Great Preston', 'locality': 'Leeds', 'postal_code': 'LS26 8FD', 'country': 'England'}",['90020']
BRCLISH COMMUNITY INTEREST COMPANY,15451596,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15451596'},2024-01-30,"{'address_line_1': 'Limewood House Limewood Way', 'address_line_2': 'Seacroft', 'locality': 'Leeds', 'postal_code': 'LS14 1AB', 'country': 'United Kingdom'}",['85590']
STEER SUPPORT & MENTORING CIC,10632312,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10632312'},2017-02-22,"{'address_line_1': '404 Otley Road', 'address_line_2': 'Adel', 'locality': 'Leeds', 'postal_code': 'LS16 8AD', 'region': 'West Yorkshire'}","['85600', '99999']"
POTTERNEWTON PARK ROLLERS CIC,15491211,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15491211'},2024-02-15,"{'address_line_1': '31 Hamilton Gardens', 'locality': 'Leeds', 'postal_code': 'LS7 4AZ', 'country': 'England'}","['85510', '90010', '90020', '93199']"
OUT OF MANY PEOPLE CIC,15485770,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15485770'},2024-02-13,"{'address_line_1': 'Unity Business Centre', 'address_line_2': '26 Roundhay Road', 'locality': 'Leeds', 'postal_code': 'LS7 1AB', 'country': 'England'}","['85520', '90030']"
SECOND CHANCE DOG RESCUE CIC,13232642,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13232642'},2021-02-27,"{'address_line_1': '23 Egremont Place', 'address_line_2': 'Sherburn In Elmet', 'locality': 'Leeds', 'postal_code': 'LS25 6FY', 'country': 'England'}",['96090']
EVERY CHILD DESERVES TO DREAM CIC,16258863,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16258863'},2025-02-18,"{'address_line_1': 'London House', 'address_line_2': 'New Lane', 'locality': 'Leeds', 'postal_code': 'LS11 5DZ', 'country': 'England'}",['85590']
IMMORTAL BLOOM CIC,13608982,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13608982'},2021-09-08,"{'address_line_1': '116 Broadlea Terrace', 'locality': 'Leeds', 'postal_code': 'LS13 2SQ', 'country': 'England'}","['72190', '74100', '85600', '90030']"
THE COURTYARD CAFE HORSFORTH CIC,08059605,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/08059605'},2012-05-08,"{'address_line_1': '96 Town Street', 'address_line_2': 'Horsforth', 'locality': 'Leeds', 'postal_code': 'LS18 5BP', 'region': 'West Yorkshire'}",['56102']
PASSION WORKS C.I.C.,10729154,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10729154'},2017-04-19,"{'address_line_1': '4 Wharfedale Place', 'address_line_2': 'Meanwood', 'locality': 'Leeds', 'postal_code': 'LS7 2LG', 'country': 'England'}","['70229', '85590', '88990']"
TRIBE IDENTITY CIC,15686007,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15686007'},2024-04-27,"{'address_line_1': '12 Bodmin Walk', 'locality': 'Leeds', 'postal_code': 'LS10 4FU', 'country': 'England'}","['63990', '88990', '93199']"
KIPPAX INDUSTRIAL ARBORETUM AND GARDEN COMMUNITY INTEREST COMPANY,15635930,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15635930'},2024-04-11,"{'address_line_1': '10 Orchid Close', 'address_line_2': 'Kippax', 'locality': 'Leeds', 'postal_code': 'LS25 7FN', 'country': 'England'}","['01130', '01240', '01250', '85590']"
LEEDS KOSHER KITCHEN CIC,15640176,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15640176'},2024-04-12,"{'address_line_1': '311 Stonegate Road', 'locality': 'Leeds', 'postal_code': 'LS17 6AZ', 'country': 'England'}","['56101', '56102', '56210']"
GRASS ROOTS OPPORTUNITIES CIC,15609911,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15609911'},2024-04-02,"{'address_line_1': '11 Newton Park Drive', 'locality': 'Leeds', 'postal_code': 'LS7 4HH', 'country': 'England'}",['85600']
COMMUNITY OF STÃLL CIC,15537425,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15537425'},2024-03-03,"{'address_line_1': '4 Central Pl', 'address_line_2': 'Hunslet', 'locality': 'Leeds', 'postal_code': 'LS10 1FB', 'region': 'West Yorkshire', 'country': 'United Kingdom'}",['35130']
MUSIC AND CREATIVE INSPIRATIONS C.I.C.,11900624,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11900624'},2019-03-23,"{'address_line_1': 'Inspirations Central Unit 15 Chapeltown Enterprise Centre', 'address_line_2': '231-235 Chapeltown Road', 'locality': 'Leeds', 'postal_code': 'LS7 3DX', 'region': 'West Yorkshire'}","['85520', '90020']"
THE GROWING ZONE GROUP C.I.C.,09868050,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09868050'},2015-11-11,"{'address_line_1': '3 Clayton Avenue', 'address_line_2': 'Kippax', 'locality': 'Leeds', 'postal_code': 'LS25 7PN', 'region': 'Yorkshire'}",['88990']
TK GYMFIT CIC,14155795,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14155795'},2022-06-07,"{'address_line_1': 'Mount Pleasant Barn', 'address_line_2': 'Gamble Lane', 'locality': 'Leeds', 'postal_code': 'LS12 5LN', 'country': 'England'}",['93199']
THE FIRECRACKER BALL 2022 C.I.C.,14120528,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14120528'},2022-05-20,"{'address_line_1': '5 Woodside Court', 'address_line_2': 'Clayton Wood Rise', 'locality': 'Leeds', 'postal_code': 'LS16 6RF', 'country': 'England'}",['94990']
GOOD DEEDS LEEDS C.I.C.,14943344,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14943344'},2023-06-19,"{'address_line_1': 'Hillside', 'address_line_2': 'Beeston Road', 'locality': 'Leeds', 'postal_code': 'LS11 8ND', 'country': 'England'}","['85590', '96040']"
THE PIECES PROJECT CIC,15795249,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15795249'},2024-06-22,"{'address_line_1': '23-29 Sandy Way', 'address_line_2': 'Yeadon', 'locality': 'Leeds', 'postal_code': 'LS19 7EW', 'country': 'England'}","['74100', '90030']"
GETTING CLEAN CIC,14468428,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14468428'},2022-11-07,"{'address_line_1': '18 Armley Grove Place', 'locality': 'Leeds', 'postal_code': 'LS12 1PT', 'country': 'England'}","['20411', '86900']"
CERTAIN SOUND CIC,15796692,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15796692'},2024-06-23,"{'address_line_1': '102-104 Vicar Lane', 'locality': 'Leeds', 'postal_code': 'LS2 7NL', 'country': 'England'}","['56210', '90020', '90040']"
WETHERBY NETWORKING GROUP CIC,14117435,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14117435'},2022-05-19,"{'address_line_1': '3365 The Pentagon Century Way', 'address_line_2': 'Thorpe Park', 'locality': 'Leeds', 'postal_code': 'LS15 8ZB', 'country': 'England'}",['94110']
CREATIVE COMMUNITY MEDIA CIC,12062629,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12062629'},2019-06-21,"{'address_line_1': '21 Savile Mount', 'locality': 'Leeds', 'postal_code': 'LS7 3HZ', 'country': 'England'}","['58190', '60100', '62090', '82302']"
BEST MIDLIFE CIC,15845482,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15845482'},2024-07-18,"{'address_line_1': '145-149 Cardigan Road', 'locality': 'Leeds', 'postal_code': 'LS6 1LJ', 'country': 'England'}","['85590', '86900']"
SURPLUS TO PURPOSE CIC,13524663,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13524663'},2021-07-22,"{'address_line_1': 'Surplus To Purpose', 'address_line_2': 'Torre Road', 'locality': 'Leeds', 'postal_code': 'LS9 7DN', 'country': 'England'}",['56290']
FUNDING 4 FUTURES C.I.C.,11783554,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11783554'},2019-01-23,"{'address_line_1': 'Unit 13 Armley Road', 'address_line_2': 'Albion Park', 'locality': 'Leeds', 'postal_code': 'LS12 2EJ', 'region': 'West Yorkshire', 'country': 'England'}",['85320']
THE SKATE SCHOLARSHIP CIC,13791675,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13791675'},2021-12-09,"{'address_line_1': '4 Albany Road', 'address_line_2': 'Rothwell', 'locality': 'Leeds', 'postal_code': 'LS26 0QU', 'country': 'England'}",['85510']
STARTING POINT SOCIAL ENTERPRISE CIC,14415385,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14415385'},2022-10-12,"{'address_line_1': '201a Harrogate Road', 'locality': 'Leeds', 'postal_code': 'LS7 3PT', 'country': 'England'}",['88910']
SUPREME PARTIES AND MASCOTS C.I.C.,10440355,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10440355'},2016-10-21,"{'address_line_1': '99 Amberton Crescent', 'locality': 'Leeds', 'postal_code': 'LS8 3JE', 'country': 'England'}",['56210']
NACHLE CIC,15806166,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15806166'},2024-06-27,"{'address_line_1': '5 Tynwald Road', 'locality': 'Leeds', 'postal_code': 'LS17 5NG', 'country': 'England'}",['85520']
ALL COMMUNITY CONNECT CIC,14202531,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14202531'},2022-06-29,"{'address_line_1': '15 Trentham Terrace', 'locality': 'Leeds', 'postal_code': 'LS11 6JS', 'country': 'England'}",['88990']
VAN DE VINDERS C.I.C.,10238729,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10238729'},2016-06-17,"{'address_line_1': '12 Bedford Close', 'locality': 'Leeds', 'postal_code': 'LS16 6DS', 'region': 'West Yorkshire'}",['86900']
ODD BIKE COMMUNITY INTEREST COMPANY,13611150,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13611150'},2021-09-09,"{'address_line_1': '45 Linton Rise', 'locality': 'Leeds', 'postal_code': 'LS17 8QW', 'country': 'England'}","['47640', '96040']"
SHORE-UP CIC,13474636,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13474636'},2021-06-24,"{'address_line_1': '5 Edmonton Place', 'locality': 'Leeds', 'postal_code': 'LS7 4LP', 'country': 'England'}",['86900']
POSITIVE FUTURES WY CIC,12399809,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12399809'},2020-01-13,"{'address_line_1': 'The Burton Business Park', 'address_line_2': 'Hudson Road', 'locality': 'Leeds', 'postal_code': 'LS9 7DN', 'country': 'England'}",['85600']
RADIO RANGOLI CIC,13033459,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13033459'},2020-11-20,"{'address_line_1': 'The Hub, White Rose Park', 'address_line_2': 'Millshaw Park Lane', 'locality': 'Leeds', 'postal_code': 'LS11 0DL', 'country': 'England'}",['60100']
LEEDS DIGITAL BALL CIC,15928645,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15928645'},2024-09-02,"{'address_line_1': '77 Leeds Road', 'address_line_2': 'Bramhope', 'locality': 'Leeds', 'postal_code': 'LS16 9BE', 'country': 'England'}",['88990']
THE HIGHRISE PROJECT CIC,13058070,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13058070'},2020-12-02,"{'address_line_1': '26 Coal Hill Gardens', 'locality': 'Leeds', 'postal_code': 'LS13 1DP', 'country': 'England'}",['90030']
EMPOWER HER ENGLISH CIC,15679641,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15679641'},2024-04-25,"{'address_line_1': '45a Rodley Lane', 'address_line_2': 'Rodley', 'locality': 'Leeds', 'postal_code': 'LS13 1LT', 'country': 'England'}",['85520']
THE RECOVERY CODE CIC,15944813,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15944813'},2024-09-09,"{'address_line_1': '22 Oakhampton Court Park Avenue', 'address_line_2': 'Roundhay', 'locality': 'Leeds', 'postal_code': 'LS8 2JF', 'country': 'England'}","['85590', '86900']"
CREATIVE FRAME CIC,12945361,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12945361'},2020-10-12,"{'address_line_1': '19 Miles Hill Avenue', 'locality': 'Leeds', 'postal_code': 'LS7 2EL', 'country': 'England'}","['59112', '86900', '90030']"
FRIENDS OF THE FUTURE COLLECTIVE CIC,15919872,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15919872'},2024-08-27,"{'address_line_1': 'The Old Surgery', 'address_line_2': '4a Green Road', 'locality': 'Leeds', 'postal_code': 'LS6 4JP', 'country': 'United Kingdom'}",['86900']
THE HERITAGE COOKING COMPANY CIC,10325753,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10325753'},2016-08-11,"{'address_line_1': 'Garforth Library And One Stop Centre', 'address_line_2': 'Lidget Lane', 'locality': 'Leeds', 'postal_code': 'LS25 1EH', 'country': 'England'}","['56103', '56210', '56290']"
EQUATIONS OF DISEASE C.I.C.,12799124,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12799124'},2020-08-07,"{'address_line_1': '15 Queen Square Queen Square', 'locality': 'Leeds', 'postal_code': 'LS2 8AJ', 'country': 'England'}","['74909', '85590']"
LORD WHITNEY CIC,13748442,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13748442'},2021-11-17,"{'address_line_1': 'Unit 3 Scott Hall Mills', 'address_line_2': 'Scott Hall Street', 'locality': 'Leeds', 'postal_code': 'LS7 2HT', 'country': 'England'}","['90030', '90040']"
EXPRESSION OF YOU CIC,12795546,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12795546'},2020-08-06,"{'address_line_1': 'Hope House,', 'address_line_2': '65 Mabgate', 'locality': 'Leeds', 'postal_code': 'LS9 7DR', 'country': 'England'}","['59112', '74201', '90030', '90040']"
